numel,density,k,torch_ms,corex_ms,speedup,torch_extra_peak_gib,corex_extra_peak_gib
67108864,0.001,67108,125.49929809570312,8.76546573638916,14.317470613649471,2.2511167526245117,0.0005021095275878906
