numel,density,k,torch_ms,corex_ms,speedup,torch_extra_peak_gib,corex_extra_peak_gib
67108864,0.001,67108,144.95631408691406,10040.3544921875,0.014437370134660685,2.2511167526245117,0.0005021095275878906
